path,lines,qt_widgets,qt_qobject,qt_core,qt_network,qt_qml,sqlite,posix
Letos/gui/common/passwordtogglehelper.cpp,27,6,1,0,0,0,0,0
Letos/gui/common/passwordtogglehelper.h,28,5,3,0,0,0,0,0
Letos/gui/common/spinnowheelfilter.cpp,22,0,4,0,0,0,0,0
Letos/gui/common/spinnowheelfilter.h,18,0,5,0,0,0,0,0
Letos/gui/common/tablewidget.cpp,51,6,0,2,0,0,0,0
Letos/gui/common/tablewidget.h,24,1,1,0,0,0,0,0
Letos/gui/common/userinputfilter.cpp,34,2,3,4,0,0,0,0
Letos/gui/common/userinputfilter.h,36,3,4,1,0,0,0,0
Letos/gui/common/verifiablewizardpage.cpp,21,1,0,0,0,0,0,0
Letos/gui/common/verifiablewizardpage.h,24,2,1,0,0,0,0,0
Letos/gui/common/widgetcover.cpp,255,11,1,10,0,0,0,0
Letos/gui/common/widgetcover.h,74,7,2,7,0,0,0,0
Letos/gui/common/widgetstateindicator.cpp,448,16,2,11,0,0,0,0
Letos/gui/common/widgetstateindicator.h,105,16,4,12,0,0,0,0
Letos/gui/completer/completeritemdelegate.cpp,148,1,1,10,0,0,0,0
Letos/gui/completer/completeritemdelegate.h,32,0,2,3,0,0,0,0
Letos/gui/completer/completermodel.cpp,172,0,1,9,0,0,0,0
Letos/gui/completer/completermodel.h,51,0,1,6,0,0,0,0
Letos/gui/completer/completersnippetdelegate.cpp,42,0,1,2,0,0,0,0
Letos/gui/completer/completersnippetdelegate.h,21,0,1,0,0,0,0,0
Letos/gui/completer/completerview.cpp,47,1,1,0,0,0,0,0
Letos/gui/completer/completerview.h,26,1,1,0,0,0,0,0
Letos/gui/completer/completerwindow.cpp,482,7,8,10,0,0,0,0
Letos/gui/completer/completerwindow.h,105,3,2,7,0,0,0,0
Letos/gui/completer/completerwindow.ui,102,3,0,0,0,0,0,0
Letos/gui/configwidgets/cellrenderertable.cpp,188,20,1,17,0,0,0,0
Letos/gui/configwidgets/cellrenderertable.h,50,9,1,4,0,0,0,0
Letos/gui/configwidgets/combodatawidget.cpp,63,9,0,6,0,0,0,0
Letos/gui/configwidgets/combodatawidget.h,36,4,0,3,0,0,0,0
Letos/gui/configwidgets/listtostringlisthash.cpp,67,4,0,14,0,0,0,0
Letos/gui/configwidgets/listtostringlisthash.h,23,4,0,3,0,0,0,0
Letos/gui/configwidgets/styleconfigwidget.cpp,54,10,0,6,0,0,0,0
Letos/gui/configwidgets/styleconfigwidget.h,21,4,0,3,0,0,0,0
Letos/gui/constraints/columncheckpanel.cpp,57,1,0,2,0,0,0,0
Letos/gui/constraints/columncheckpanel.h,28,2,1,2,0,0,0,0
Letos/gui/constraints/columncollatepanel.cpp,110,2,0,3,0,0,0,0
Letos/gui/constraints/columncollatepanel.h,41,1,1,0,0,0,0,0
Letos/gui/constraints/columncollatepanel.ui,88,7,0,0,0,0,0,0
Letos/gui/constraints/columndefaultpanel.cpp,280,2,0,15,0,0,0,0
Letos/gui/constraints/columndefaultpanel.h,56,2,1,2,0,0,0,0
Letos/gui/constraints/columndefaultpanel.ui,57,5,0,0,0,0,0,0
Letos/gui/constraints/columnforeignkeypanel.cpp,317,4,0,13,0,0,0,0
Letos/gui/constraints/columnforeignkeypanel.h,50,2,1,3,0,0,0,0
Letos/gui/constraints/columnforeignkeypanel.ui,148,18,0,0,0,0,0,0
Letos/gui/constraints/columngeneratedpanel.cpp,227,2,0,13,0,0,0,0
Letos/gui/constraints/columngeneratedpanel.h,45,2,1,2,0,0,0,0
Letos/gui/constraints/columngeneratedpanel.ui,93,10,0,0,0,0,0,0
Letos/gui/constraints/columnnotnullpanel.cpp,14,1,0,0,0,0,0,0
Letos/gui/constraints/columnnotnullpanel.h,18,1,1,0,0,0,0,0
Letos/gui/constraints/columnprimarykeypanel.cpp,131,2,0,3,0,0,0,0
Letos/gui/constraints/columnprimarykeypanel.h,37,1,1,0,0,0,0,0
Letos/gui/constraints/columnprimarykeypanel.ui,133,11,0,0,0,0,0,0
Letos/gui/constraints/columnuniqueandnotnullpanel.cpp,102,2,0,1,0,0,0,0
Letos/gui/constraints/columnuniqueandnotnullpanel.h,38,1,1,0,0,0,0,0
Letos/gui/constraints/columnuniqueandnotnullpanel.ui,91,7,0,0,0,0,0,0
Letos/gui/constraints/columnuniquepanel.cpp,14,1,0,0,0,0,0,0
Letos/gui/constraints/columnuniquepanel.h,23,1,1,0,0,0,0,0
Letos/gui/constraints/constraintcheckpanel.cpp,163,2,0,6,0,0,0,0
Letos/gui/constraints/constraintcheckpanel.h,50,2,1,3,0,0,0,0
Letos/gui/constraints/constraintcheckpanel.ui,73,8,0,0,0,0,0,0
Letos/gui/constraints/constraintpanel.cpp,114,2,0,2,0,0,0,0
Letos/gui/constraints/constraintpanel.h,97,3,1,5,0,0,0,0
Letos/gui/constraints/tablecheckpanel.cpp,57,1,0,2,0,0,0,0
Letos/gui/constraints/tablecheckpanel.h,28,2,1,2,0,0,0,0
Letos/gui/constraints/tableforeignkeypanel.cpp,480,34,0,14,0,0,0,0
Letos/gui/constraints/tableforeignkeypanel.h,61,4,1,5,0,0,0,0
Letos/gui/constraints/tableforeignkeypanel.ui,194,19,0,0,0,0,0,0
Letos/gui/constraints/tablepkanduniquepanel.cpp,280,32,0,8,0,0,0,0
Letos/gui/constraints/tablepkanduniquepanel.h,64,1,1,1,0,0,0,0
Letos/gui/constraints/tablepkanduniquepanel.ui,229,13,0,0,0,0,0,0
Letos/gui/constraints/tableprimarykeypanel.cpp,85,4,0,2,0,0,0,0
Letos/gui/constraints/tableprimarykeypanel.h,24,1,1,0,0,0,0,0
Letos/gui/constraints/tableprimarykeypanel.ui,103,9,0,0,0,0,0,0
Letos/gui/constraints/tableuniquepanel.cpp,22,1,0,0,0,0,0,0
Letos/gui/constraints/tableuniquepanel.h,17,1,1,0,0,0,0,0
Letos/gui/datagrid/cellrendererplugin.h,61,0,0,2,0,0,0,0
Letos/gui/datagrid/fkcombobox.cpp,426,6,3,52,0,0,0,0
Letos/gui/datagrid/fkcombobox.h,65,3,3,19,0,0,0,0
Letos/gui/datagrid/sqldatasourcequerymodel.cpp,153,0,1,25,0,0,0,0
Letos/gui/datagrid/sqldatasourcequerymodel.h,48,0,1,22,0,0,0,0
Letos/gui/datagrid/sqlqueryitem.cpp,477,2,4,60,0,0,0,0
Letos/gui/datagrid/sqlqueryitem.h,111,0,3,20,0,0,0,0
Letos/gui/datagrid/sqlqueryitemdelegate.cpp,329,28,5,12,0,0,0,0
Letos/gui/datagrid/sqlqueryitemdelegate.h,59,14,3,4,0,0,0,0
Letos/gui/datagrid/sqlqueryitemlineedit.cpp,15,4,0,2,0,0,0,0
Letos/gui/datagrid/sqlqueryitemlineedit.h,22,3,1,0,0,0,0,0
Letos/gui/datagrid/sqlquerymodel.cpp,2415,8,30,266,0,0,0,0
Letos/gui/datagrid/sqlquerymodel.h,650,0,2,159,0,0,0,0
Letos/gui/datagrid/sqlquerymodelcolumn.cpp,599,0,19,36,0,0,0,0
Letos/gui/datagrid/sqlquerymodelcolumn.h,219,0,0,45,0,0,0,0
Letos/gui/datagrid/sqlqueryrownummodel.cpp,63,0,1,4,0,0,0,0
Letos/gui/datagrid/sqlqueryrownummodel.h,28,0,2,2,0,0,0,0
Letos/gui/datagrid/sqlqueryview.cpp,1636,58,6,132,0,0,0,1
Letos/gui/datagrid/sqlqueryview.h,250,17,19,21,0,0,0,0
Letos/gui/datagrid/sqltablemodel.cpp,263,1,1,56,0,0,0,0
Letos/gui/datagrid/sqltablemodel.h,52,0,2,28,0,0,0,0
Letos/gui/datagrid/sqlviewmodel.cpp,29,0,1,7,0,0,0,0
Letos/gui/datagrid/sqlviewmodel.h,25,0,1,7,0,0,0,0
Letos/gui/dbtree/dbtree.cpp,2573,34,3,146,0,0,0,1
Letos/gui/dbtree/dbtree.h,296,9,15,43,0,0,0,0
Letos/gui/dbtree/dbtree.ui,71,4,0,0,0,0,0,0
Letos/gui/dbtree/dbtreeitem.cpp,410,0,5,45,0,0,0,0
Letos/gui/dbtree/dbtreeitem.h,127,0,5,28,0,0,0,0
Letos/gui/dbtree/dbtreeitemdelegate.cpp,203,6,1,10,0,0,0,0
Letos/gui/dbtree/dbtreeitemdelegate.h,36,4,1,3,0,0,0,0
Letos/gui/dbtree/dbtreeitemfactory.cpp,81,0,20,10,0,0,0,0
Letos/gui/dbtree/dbtreeitemfactory.h,28,0,15,10,0,0,0,0
Letos/gui/dbtree/dbtreemodel.cpp,1558,25,3,178,0,0,0,0
Letos/gui/dbtree/dbtreemodel.h,163,4,2,82,0,0,0,0
Letos/gui/dbtree/dbtreeview.cpp,480,12,1,7,0,0,0,1
Letos/gui/dbtree/dbtreeview.h,87,5,1,3,0,0,0,0
Letos/gui/dialogs/aboutdialog.cpp,139,4,0,33,0,0,1,0
Letos/gui/dialogs/aboutdialog.h,40,3,1,10,0,0,0,0
Letos/gui/dialogs/aboutdialog.ui,253,23,0,0,0,0,0,0
Letos/gui/dialogs/bindparamsdialog.cpp,262,14,0,57,0,0,0,0
Letos/gui/dialogs/bindparamsdialog.h,57,6,1,26,0,0,0,0
Letos/gui/dialogs/bindparamsdialog.ui,123,5,0,0,0,0,0,0
Letos/gui/dialogs/columndialog.cpp,885,18,0,21,0,0,0,0
Letos/gui/dialogs/columndialog.h,129,7,1,2,0,0,0,0
Letos/gui/dialogs/columndialog.ui,430,25,0,0,0,0,0,0
Letos/gui/dialogs/columndialogconstraintsmodel.cpp,348,0,6,19,0,0,0,0
Letos/gui/dialogs/columndialogconstraintsmodel.h,60,0,2,16,0,0,0,0
Letos/gui/dialogs/configdialog.cpp,2089,68,1,160,0,0,0,0
Letos/gui/dialogs/configdialog.h,202,23,1,47,0,0,0,0
Letos/gui/dialogs/configdialog.ui,3269,106,0,0,0,0,0,0
Letos/gui/dialogs/constraintdialog.cpp,222,6,0,0,0,0,0,0
Letos/gui/dialogs/constraintdialog.h,82,5,1,5,0,0,0,0
Letos/gui/dialogs/constraintdialog.ui,114,5,0,0,0,0,0,0
Letos/gui/dialogs/cssdebugdialog.cpp,56,4,0,0,0,0,0,0
Letos/gui/dialogs/cssdebugdialog.h,34,3,1,1,0,0,0,0
Letos/gui/dialogs/cssdebugdialog.ui,68,2,0,0,0,0,0,0
Letos/gui/dialogs/dbdialog.cpp,875,41,0,60,0,0,0,0
Letos/gui/dialogs/dbdialog.h,105,11,1,26,0,0,0,0
Letos/gui/dialogs/dbdialog.ui,247,10,0,0,0,0,0,0
Letos/gui/dialogs/ddlpreviewdialog.cpp,74,7,0,7,0,0,0,0
Letos/gui/dialogs/ddlpreviewdialog.h,39,3,1,2,0,0,0,0
Letos/gui/dialogs/ddlpreviewdialog.ui,117,5,0,0,0,0,0,0
Letos/gui/dialogs/errorsconfirmdialog.cpp,48,2,0,11,0,0,0,0
Letos/gui/dialogs/errorsconfirmdialog.h,29,3,1,8,0,0,0,0
Letos/gui/dialogs/errorsconfirmdialog.ui,86,3,0,0,0,0,0,0
Letos/gui/dialogs/execfromfiledialog.cpp,189,7,0,15,0,0,0,0
Letos/gui/dialogs/execfromfiledialog.h,46,3,1,2,0,0,0,0
Letos/gui/dialogs/execfromfiledialog.ui,177,6,0,0,0,0,0,0
Letos/gui/dialogs/exportdialog.cpp,1044,15,6,57,0,0,0,0
Letos/gui/dialogs/exportdialog.h,126,6,1,19,0,0,0,0
Letos/gui/dialogs/exportdialog.ui,584,40,0,0,0,0,0,0
Letos/gui/dialogs/fileexecerrorsdialog.cpp,36,2,0,8,0,0,0,0
Letos/gui/dialogs/fileexecerrorsdialog.h,28,3,1,5,0,0,0,0
Letos/gui/dialogs/fileexecerrorsdialog.ui,133,4,0,0,0,0,0,0
Letos/gui/dialogs/importdialog.cpp,454,11,1,28,0,0,0,0
Letos/gui/dialogs/importdialog.h,77,4,1,5,0,0,0,0
Letos/gui/dialogs/importdialog.ui,244,17,0,0,0,0,0,0
Letos/gui/dialogs/indexdialog.cpp,914,34,0,53,0,0,2,0
Letos/gui/dialogs/indexdialog.h,164,23,1,22,0,0,0,0
Letos/gui/dialogs/indexdialog.ui,261,11,0,0,0,0,0,0
Letos/gui/dialogs/indexexprcolumndialog.cpp,152,6,0,9,0,0,0,0
Letos/gui/dialogs/indexexprcolumndialog.h,49,4,1,6,0,0,0,0
Letos/gui/dialogs/indexexprcolumndialog.ui,84,2,0,0,0,0,0,0
Letos/gui/dialogs/languagedialog.cpp,52,2,0,6,0,0,0,0
Letos/gui/dialogs/languagedialog.h,35,3,1,6,0,0,0,0
Letos/gui/dialogs/languagedialog.ui,78,3,0,0,0,0,0,0
Letos/gui/dialogs/manualcommitpendingtxdialog.cpp,23,2,0,1,0,0,0,0
Letos/gui/dialogs/manualcommitpendingtxdialog.h,29,3,1,1,0,0,0,0
Letos/gui/dialogs/manualcommitpendingtxdialog.ui,79,3,0,0,0,0,0,0
Letos/gui/dialogs/manualcommitwalmodedialog.cpp,27,3,0,1,0,0,0,0
Letos/gui/dialogs/manualcommitwalmodedialog.h,26,3,1,1,0,0,0,0
Letos/gui/dialogs/manualcommitwalmodedialog.ui,72,3,0,0,0,0,0,0
Letos/gui/dialogs/messagelistdialog.cpp,98,5,0,6,0,0,0,0
Letos/gui/dialogs/messagelistdialog.h,38,4,1,6,0,0,0,0
Letos/gui/dialogs/messagelistdialog.ui,85,2,0,0,0,0,0,0
Letos/gui/dialogs/newconstraintdialog.cpp,298,9,0,1,0,0,0,0
Letos/gui/dialogs/newconstraintdialog.h,71,6,1,6,0,0,0,0
Letos/gui/dialogs/newconstraintdialog.ui,76,2,0,0,0,0,0,0
Letos/gui/dialogs/newversiondialog.cpp,61,3,0,2,0,0,0,0
Letos/gui/dialogs/newversiondialog.h,41,3,1,3,0,0,0,0
Letos/gui/dialogs/newversiondialog.ui,128,5,0,0,0,0,0,0
Letos/gui/dialogs/populateconfigdialog.cpp,123,12,0,14,0,0,0,0
Letos/gui/dialogs/populateconfigdialog.h,49,4,1,9,0,0,0,0
Letos/gui/dialogs/populateconfigdialog.ui,100,3,0,0,0,0,0,0
Letos/gui/dialogs/populatedialog.cpp,414,16,0,35,0,0,0,0
Letos/gui/dialogs/populatedialog.h,86,10,1,18,0,0,0,0
Letos/gui/dialogs/populatedialog.ui,203,5,0,0,0,0,0,0
Letos/gui/dialogs/quitconfirmdialog.cpp,43,3,0,3,0,0,0,0
Letos/gui/dialogs/quitconfirmdialog.h,30,3,1,2,0,0,0,0
Letos/gui/dialogs/quitconfirmdialog.ui,82,3,0,0,0,0,0,0
Letos/gui/dialogs/searchtextdialog.cpp,97,3,0,1,0,0,0,0
Letos/gui/dialogs/searchtextdialog.h,42,3,1,0,0,0,0,0
Letos/gui/dialogs/searchtextdialog.ui,178,14,0,0,0,0,0,0
Letos/gui/dialogs/settingsexportdialog.cpp,64,5,0,3,0,0,0,0
Letos/gui/dialogs/settingsexportdialog.h,36,3,1,0,0,0,0,0
Letos/gui/dialogs/settingsexportdialog.ui,165,6,0,0,0,0,0,0
Letos/gui/dialogs/settingsimportdialog.cpp,124,7,0,7,0,0,0,0
Letos/gui/dialogs/settingsimportdialog.h,39,3,1,1,0,0,0,0
Letos/gui/dialogs/settingsimportdialog.ui,179,6,0,0,0,0,0,0
Letos/gui/dialogs/sortdialog.cpp,248,14,0,7,0,0,0,0
Letos/gui/dialogs/sortdialog.h,61,4,1,2,0,0,0,0
Letos/gui/dialogs/sortdialog.ui,113,3,0,0,0,0,0,0
Letos/gui/dialogs/triggercolumnsdialog.cpp,74,10,0,3,0,0,0,0
Letos/gui/dialogs/triggercolumnsdialog.h,40,5,1,3,0,0,0,0
Letos/gui/dialogs/triggercolumnsdialog.ui,186,3,0,0,0,0,0,0
Letos/gui/dialogs/triggerdialog.cpp,431,12,0,32,0,0,0,0
Letos/gui/dialogs/triggerdialog.h,69,3,1,15,0,0,0,0
Letos/gui/dialogs/triggerdialog.ui,222,19,0,0,0,0,0,0
Letos/gui/dialogs/versionconvertsummarydialog.cpp,32,3,0,4,0,0,0,0
Letos/gui/dialogs/versionconvertsummarydialog.h,29,3,1,4,0,0,0,0
Letos/gui/dialogs/versionconvertsummarydialog.ui,92,2,0,0,0,0,0,0
Letos/gui/forms/sqlformatterplugin.ui,47,2,0,0,0,0,0,0
Letos/gui/multieditor/multieditor.cpp,824,28,6,62,0,0,0,0
Letos/gui/multieditor/multieditor.h,178,11,2,20,0,0,0,0
Letos/gui/multieditor/multieditorbool.cpp,229,7,1,10,0,0,0,0
Letos/gui/multieditor/multieditorbool.h,73,4,2,8,0,0,0,0
Letos/gui/multieditor/multieditordate.cpp,91,1,0,4,0,0,0,0
Letos/gui/multieditor/multieditordate.h,39,1,2,4,0,0,0,0
Letos/gui/multieditor/multieditordatetime.cpp,278,9,4,23,0,0,0,0
Letos/gui/multieditor/multieditordatetime.h,85,4,2,15,0,0,0,0
Letos/gui/multieditor/multieditordialog.cpp,89,3,0,3,0,0,0,0
Letos/gui/multieditor/multieditordialog.h,37,3,1,3,0,0,0,0
Letos/gui/multieditor/multieditorfk.cpp,104,9,0,9,0,0,0,0
Letos/gui/multieditor/multieditorfk.h,40,2,1,4,0,0,0,0
Letos/gui/multieditor/multieditorhex.cpp,104,2,1,9,0,0,0,0
Letos/gui/multieditor/multieditorhex.h,51,1,2,7,0,0,0,0
Letos/gui/multieditor/multieditornumeric.cpp,114,3,0,7,0,0,0,0
Letos/gui/multieditor/multieditornumeric.h,45,2,2,5,0,0,0,0
Letos/gui/multieditor/multieditortext.cpp,205,13,1,8,0,0,0,0
Letos/gui/multieditor/multieditortext.h,90,7,9,5,0,0,0,0
Letos/gui/multieditor/multieditortime.cpp,94,1,0,4,0,0,0,0
Letos/gui/multieditor/multieditortime.h,40,1,2,4,0,0,0,0
Letos/gui/multieditor/multieditorwidget.cpp,49,3,3,4,0,0,0,0
Letos/gui/multieditor/multieditorwidget.h,61,5,2,7,0,0,0,0
Letos/gui/multieditor/multieditorwidgetplugin.h,54,0,0,2,0,0,0,0
Letos/gui/qhexedit2/commands.cpp,116,0,0,1,0,0,0,0
Letos/gui/qhexedit2/commands.h,71,0,0,5,0,0,0,0
Letos/gui/qhexedit2/qhexedit.cpp,181,1,0,8,0,0,0,0
Letos/gui/qhexedit2/qhexedit.h,231,2,1,12,0,0,0,0
Letos/gui/qhexedit2/qhexedit_p.cpp,884,6,14,23,0,0,0,0
Letos/gui/qhexedit2/qhexedit_p.h,129,1,1,10,0,0,0,0
Letos/gui/qhexedit2/xbytearray.cpp,168,0,0,26,0,0,0,0
Letos/gui/qhexedit2/xbytearray.h,68,0,0,16,0,0,0,0
Letos/gui/windows/codesnippeteditor.cpp,424,2,0,16,0,0,0,0
Letos/gui/windows/codesnippeteditor.h,102,3,4,7,0,0,0,0
Letos/gui/windows/codesnippeteditor.ui,279,14,0,0,0,0,0,0
Letos/gui/windows/codesnippeteditormodel.cpp,340,0,3,16,0,0,0,0
Letos/gui/windows/codesnippeteditormodel.h,82,0,2,10,0,0,0,0
Letos/gui/windows/collationseditor.cpp,508,5,0,21,0,0,0,0
Letos/gui/windows/collationseditor.h,105,3,4,10,0,0,0,0
Letos/gui/windows/collationseditor.ui,292,17,0,0,0,0,0,0
Letos/gui/windows/collationseditormodel.cpp,297,0,3,16,0,0,0,0
Letos/gui/windows/collationseditormodel.h,74,0,2,12,0,0,0,0
Letos/gui/windows/constrainttabmodel.cpp,407,0,1,36,0,0,0,0
Letos/gui/windows/constrainttabmodel.h,72,0,2,26,0,0,0,0
Letos/gui/windows/ddlhistorywindow.cpp,156,8,0,20,0,0,0,0
Letos/gui/windows/ddlhistorywindow.h,56,2,1,5,0,0,0,0
Letos/gui/windows/ddlhistorywindow.ui,143,6,0,0,0,0,0,0
Letos/gui/windows/editorwindow.cpp,1351,23,3,77,0,0,0,0
Letos/gui/windows/editorwindow.h,228,8,14,21,0,0,0,0
Letos/gui/windows/editorwindow.ui,210,14,0,0,0,0,0,0
Letos/gui/windows/functionseditor.cpp,802,4,0,37,0,0,0,0
Letos/gui/windows/functionseditor.h,137,3,4,14,0,0,0,0
Letos/gui/windows/functionseditor.ui,443,34,0,0,0,0,0,0
Letos/gui/windows/functionseditormodel.cpp,394,0,3,19,0,0,0,0
Letos/gui/windows/functionseditormodel.h,101,0,2,15,0,0,0,0
Letos/gui/windows/sqliteextensioneditor.cpp,505,4,0,39,0,0,5,0
Letos/gui/windows/sqliteextensioneditor.h,115,4,4,13,0,0,0,0
Letos/gui/windows/sqliteextensioneditor.ui,235,13,0,0,0,0,0,0
Letos/gui/windows/sqliteextensioneditormodel.cpp,226,0,2,8,0,0,0,0
Letos/gui/windows/sqliteextensioneditormodel.h,60,0,2,10,0,0,0,0
Letos/gui/windows/tableconstraintsmodel.cpp,487,0,15,27,0,0,0,0
Letos/gui/windows/tableconstraintsmodel.h,75,0,2,17,0,0,0,0
Letos/gui/windows/tablestructuremodel.cpp,737,1,14,58,0,0,0,0
Letos/gui/windows/tablestructuremodel.h,97,0,2,24,0,0,0,0
Letos/gui/windows/tablewindow.cpp,1919,44,3,116,0,0,0,0
Letos/gui/windows/tablewindow.h,278,7,23,34,0,0,0,0
Letos/gui/windows/tablewindow.ui,358,21,0,0,0,0,0,0
Letos/gui/windows/viewwindow.cpp,1198,27,1,86,0,0,0,0
Letos/gui/windows/viewwindow.h,190,8,12,25,0,0,0,0
Letos/gui/windows/viewwindow.ui,262,16,0,0,0,0,0,0
Letos/core/common/bigdec.cpp,257,0,0,31,0,0,0,0
Letos/core/common/bigdec.h,37,0,0,20,0,0,0,0
Letos/core/common/bihash.h,303,0,0,18,0,0,0,0
Letos/core/common/bistrhash.cpp,248,0,0,53,0,0,0,0
Letos/core/common/bistrhash.h,221,0,0,53,0,0,0,0
Letos/core/common/blockingsocket.cpp,98,0,10,13,1,0,0,0
Letos/core/common/blockingsocket.h,45,0,4,9,2,0,0,0
Letos/core/common/collections.cpp,15,0,0,1,0,0,0,0
Letos/core/common/collections.h,493,0,0,90,0,0,0,0
Letos/core/common/column.cpp,98,0,0,23,0,0,0,0
Letos/core/common/column.h,61,0,0,17,0,0,0,0
Letos/core/common/expiringcache.h,159,0,0,23,0,0,0,0
Letos/core/common/global.h,91,0,0,1,0,0,0,0
Letos/core/common/lazytrigger.cpp,38,0,3,3,0,0,0,0
Letos/core/common/lazytrigger.h,35,0,5,2,0,0,0,0
Letos/core/common/memoryusage.cpp,89,0,0,7,0,0,0,0
Letos/core/common/nulldevice.cpp,20,0,1,1,0,0,0,0
Letos/core/common/nulldevice.h,16,0,1,2,0,0,0,0
Letos/core/common/objectpool.h,86,0,0,4,0,0,0,0
Letos/core/common/readwritelocker.cpp,61,0,0,2,0,0,0,0
Letos/core/common/readwritelocker.h,65,0,0,2,0,0,0,0
Letos/core/common/signalwait.cpp,43,0,3,2,0,0,0,0
Letos/core/common/signalwait.h,27,0,5,0,0,0,0,0
Letos/core/common/sortedhash.h,165,0,0,31,0,0,0,0
Letos/core/common/sortedset.h,65,0,0,4,0,0,0,0
Letos/core/common/strhash.h,198,0,0,38,0,0,0,0
Letos/core/common/table.cpp,133,0,0,23,0,0,0,0
Letos/core/common/table.h,87,0,0,17,0,0,0,0
Letos/core/common/threadwitheventloop.cpp,18,0,1,1,0,0,0,0
Letos/core/common/threadwitheventloop.h,20,0,3,2,0,0,0,0
Letos/core/common/utils.cpp,1273,0,6,282,0,0,3,1
Letos/core/common/utils.h,340,0,0,165,0,0,0,0
Letos/core/common/utils_sql.cpp,966,0,0,177,0,0,0,0
Letos/core/common/utils_sql.h,101,0,0,102,0,0,0,0
Letos/core/common/xmldeserializer.cpp,84,0,0,16,0,0,0,0
Letos/core/common/xmldeserializer.h,32,0,0,22,0,0,0,0
Letos/core/config_builder/cfgcategory.cpp,119,0,4,8,0,0,0,0
Letos/core/config_builder/cfgcategory.h,56,0,3,15,0,0,0,0
Letos/core/config_builder/cfgentry.cpp,268,0,6,21,0,0,0,0
Letos/core/config_builder/cfgentry.h,159,0,4,52,0,0,0,0
Letos/core/config_builder/cfglazyinitializer.cpp,28,0,0,3,0,0,0,0
Letos/core/config_builder/cfglazyinitializer.h,24,0,0,2,0,0,0,0
Letos/core/config_builder/cfgmain.cpp,234,0,1,59,0,0,0,0
Letos/core/config_builder/cfgmain.h,74,0,0,31,0,0,0,0
Letos/core/db/abstractdb.cpp,1137,0,11,188,0,0,3,0
Letos/core/db/abstractdb.h,552,0,2,135,0,0,1,0
Letos/core/db/abstractdb3.h,1466,0,5,186,0,0,0,0
Letos/core/db/asyncqueryrunner.cpp,63,0,2,2,0,0,0,0
Letos/core/db/asyncqueryrunner.h,127,0,2,21,0,0,0,0
Letos/core/db/attachguard.cpp,21,0,0,2,0,0,0,0
Letos/core/db/attachguard.h,25,0,0,5,0,0,0,0
Letos/core/db/chainexecutor.cpp,325,0,18,13,0,0,0,0
Letos/core/db/chainexecutor.h,410,0,6,20,0,0,0,0
Letos/core/db/db.cpp,51,0,0,2,0,0,0,0
Letos/core/db/db.h,987,0,8,101,0,0,3,0
Letos/core/db/dbpluginoption.h,115,9,0,16,0,0,0,0
Letos/core/db/dbsqlite3.cpp,42,0,0,16,0,0,0,0
Letos/core/db/dbsqlite3.h,39,0,0,10,0,0,1,0
Letos/core/db/invaliddb.cpp,430,0,0,88,0,0,0,0
Letos/core/db/invaliddb.h,97,0,0,86,0,0,0,0
Letos/core/db/queryexecutor.cpp,1045,0,8,54,0,0,2,0
Letos/core/db/queryexecutor.h,1607,0,5,87,0,0,0,0
Letos/core/db/sqlerrorcodes.cpp,14,0,0,0,0,0,5,0
Letos/core/db/sqlerrorcodes.h,40,0,0,0,0,0,1,0
Letos/core/db/sqlerrorresults.cpp,55,0,0,9,0,0,0,0
Letos/core/db/sqlerrorresults.h,49,0,0,10,0,0,0,0
Letos/core/db/sqlquery.cpp,225,0,0,37,0,0,0,0
Letos/core/db/sqlquery.h,331,0,0,39,0,0,0,0
Letos/core/db/sqlresultsrow.cpp,43,0,0,10,0,0,0,0
Letos/core/db/sqlresultsrow.h,103,0,0,23,0,0,0,0
Letos/core/db/stdsqlite3driver.h,118,0,0,0,0,0,97,0
Letos/core/diff/diff_match_patch.cpp,2114,0,0,270,0,0,0,0
Letos/core/diff/diff_match_patch.h,632,0,0,132,0,0,0,0
Letos/core/impl/dbattacherimpl.cpp,224,0,1,17,0,0,0,0
Letos/core/impl/dbattacherimpl.h,97,0,0,6,0,0,0,0
Letos/core/parser/keywords.cpp,252,0,0,28,0,0,1,0
Letos/core/parser/keywords.h,134,0,0,17,0,0,0,0
Letos/core/parser/lemon.c,5045,0,0,0,0,0,0,1
Letos/core/parser/lempar.c,1033,0,0,12,0,0,0,0
Letos/core/parser/lexer.cpp,292,0,0,20,0,0,1,0
Letos/core/parser/lexer.h,252,0,0,20,0,0,0,0
Letos/core/parser/lexer_low_lev.cpp,579,0,0,8,0,0,1,0
Letos/core/parser/lexer_low_lev.h,30,0,0,3,0,0,1,0
Letos/core/parser/parser.cpp,266,0,0,11,0,0,16,0
Letos/core/parser/parser.h,339,0,0,11,0,0,1,0
Letos/core/parser/parser_helper_stubs.cpp,88,0,0,8,0,0,0,0
Letos/core/parser/parser_helper_stubs.h,164,0,0,43,0,0,0,0
Letos/core/parser/parsercontext.cpp,239,0,2,21,0,0,0,0
Letos/core/parser/parsercontext.h,305,0,0,21,0,0,0,0
Letos/core/parser/parsererror.cpp,45,0,0,6,0,0,0,0
Letos/core/parser/parsererror.h,81,0,0,8,0,0,0,0
Letos/core/parser/run_lemon.sh,6,0,0,0,0,0,4,0
Letos/core/parser/sqlite3_parse.cpp,6659,0,3,55,0,0,41,0
